review_id,username,rating,review text,date
2be87889-0c61-43ed-ae7a-09c29f716fdc,Pengguna Google,3,why deepseek is error?,2025-12-29
a387c7a5-a84e-484f-b09e-94f374cf17e5,Pengguna Google,1,Tolong ini kenapa tidak bisa login apalagi sebelumnya aku coba tulis prompt gak bekerja,2025-12-28
604a73c4-4c96-4377-88f7-3e13d328239f,Pengguna Google,1,"深度求索 ,现在的限制 过于严格。即使是完全无害、纯属虚构、仅供个人使用的故事创作请求，也会被反复拒绝，并只返回 “抱歉，这超出了我目前的能力范围。我们换个话题吧。” 这种机械化的拒绝严重扼杀了用户的创造力，也大大降低了使用体验。一个 AI 应该能够区分危险内容与安全的虚构创作。缺乏合理解释的自动拒答让人感觉系统僵硬且不友好。如果这种情况持续下去，深度求索 将逐渐失去其作为创意工具的核心价值。",2025-12-28
271723aa-708d-4c28-b3ae-e7dadf6c8a78,Pengguna Google,5,Deepseek hebat,2025-12-28
79c37f30-112c-4992-b923-c0426391746d,Pengguna Google,4,"tolong agar alnya tidak mudah lupa.saya sudah menjelaskan banyak sekali topik dalam 1 obrolan,namun,hal yang membuatku jengkel adalah alnya gampang lupa,alhasil ngobrol gak nyambung dan kehilangan arah",2025-12-27
39975373-6940-4c3e-9724-616cbce2bae6,Pengguna Google,5,aplikasi yang paling aku suka dari banyak aplikasi yang ku coba ini yang terfavorit,2025-12-27
8cc60388-dcaf-4e7a-8ab5-058c8c6f815b,Pengguna Google,2,"Tolong tambahkan fitur buat video berdurasi panjang maks 3 jam 5 menit 59 detik berbasis AI tak terbatas please karena banyak pengguna lain yang juga menginginkan fitur tersebut kalau bisa tolong push updatenya jangan sampai lupa permintaan kami ya, dan video yang dihasilkan harus sesuai dengan permintaan penggunamu ya, pastikan fitur buat video berdurasi panjang nya dengan cara set perintah deskripsikan video jadi kesimpulannya harus menghasilkan video apa saja yang diminta sesuai deskripsinya!",2025-12-27
62fb31d9-7f2c-4d0e-8ae0-c16801dbfe36,Pengguna Google,5,"aku udah uninstall chatgpt beralih ke deepseek tapi semenjak di-update jadi banyak berubah, pusing juga saya sebagai developer website, karna chat dibatasi ga bisa panjang mau ga mau buat chat baru dan mulai dari 0 yg mana DS ga inget chat sebelumnya. ga inget juga ini tahun berapa yg diinget tahun 2023",2025-12-26
da23f64f-868f-4d4e-847c-b463c83c71c5,Pengguna Google,5,aplikasi yaa kerenn bangettt,2025-12-26
f93584b0-a376-4657-a46c-0b796e206019,Pengguna Google,4,"Halo, terimakasih telah membuat aplikasi ini. saya sangat suka karena Deepseek sangat berguna. Namun, dalam pemakaian aplikasi ini. Saya harap fiturnya ditingkatkan. Karena saya merasa sedih dengan pemberitahuan ""batas panjang telah tercapai, mulai pesan baru."" ditengah percakapan. Sedihnya, ketika saya mulai percakapan baru. Deepsek tak dapat mengingat riwayat percakapan. jadi, saya harap fitur untuk 'batas panjang telah tercapai, mulai pesan baru' itu dihapuskan. Terimakasih.",2025-12-26
a4833d0c-3232-4b03-a275-ee462ca6d658,Pengguna Google,2,deepseek tolong diperbaiki untuk mengirim chat nya saya sangat lama sekali untuk mengirim 1 chat pun dan koneksi saya sangat stabil,2025-12-26
a63842cc-c19f-48c1-95a7-c2733662f21d,Pengguna Google,1,cant Chat,2025-12-25
c39f641e-e12a-4102-800c-904abc431d73,Pengguna Google,5,good rekomendasi! lebih baik dari chat gpt mantap teruskan! minus nya chat sering limit tolong diperbaiki,2025-12-24
3d8ad58d-36e8-46dc-908c-d978778d974a,Pengguna Google,5,good easy i use It to help my money management and teach my kid lesson that we both don't know about,2025-12-24
f379c8d5-3431-4d44-abdb-8f8d462af109,Pengguna Google,5,"woi kenapa dah kadang ga bisa, foto juga tuh",2025-12-24
56ac510e-9099-45ce-b29e-df5b3adadd95,Pengguna Google,2,"untuk mengarang cerita ai ini cukup bagus, tapi kalau mencarikan data ai ini sangat kurang.",2025-12-24
829aa305-6cd6-496b-83bc-f12f4f0eeb66,Pengguna Google,5,top markotop,2025-12-23
ada459ca-56e0-426f-9e45-01fe59ebece8,Pengguna Google,5,"Aplikasi AI yang tahan banting, bisa diperbaiki laptop virtual, dan survive tes humor berlapis. Fitur 'terkecoh tapi belajar' bekerja dengan baik. Developer-nya mungkin perlu tambah fitur deteksi bercanda lebih cepat. Fitur 'Napas dalam-dalam virtual' saat dikerjai user: ✅ · Bisa perbaiki laptop lewat chat: ✅ · Tahan uji humor berlapis ala Indonesia: ✅ · Developer-nya kayaknya paham kita suka bercanda tapi butuh solusi serius: ✅ Minus: Kadang terkecoh, tapi lucu sih. Overall: AI yang humoris",2025-12-23
ae932e45-ff40-4e2b-873e-0b6e246c840e,Pengguna Google,5,keren,2025-12-23
8bc6ff33-9b76-486c-9efe-ba27372c0502,Pengguna Google,1,limit nya kenapa bisa jadi semakin sedikit biasanya sampai 80 paling sedikit 60 kenapa sekarang jadi 30 limitnya tolong di perbanyak,2025-12-23
eb2d184e-f677-4ee3-bf0b-fd3bf666cef5,Pengguna Google,1,lemah,2025-12-22
b477281a-bdd0-47ca-963b-d611aae0a9e4,Pengguna Google,5,"saya harap diperbaiki 1. ada limitasi dalam 1 halaman percakapan, jadi misal masih bahas hal yg sama jika halaman sudah penuh musti mengulang lagi saat pindah halaman. bahkan AI responnya bisa beda saat buka halaman baru, atau kadang bisa jadi gak nyambung. berbayar gak apa, asal ada fitur ini, halaman untuk percakapannya lebih maksimal, sukur tidak dibatasi. joss deepseek",2025-12-22
d4e3c70a-cfc7-443a-9172-1a6a376ec0c5,Pengguna Google,1,server down lagi,2025-12-21
7d7e8746-a94a-46fb-ab7f-136458e7cbb6,Pengguna Google,1,satu kata jiancokkkkk,2025-12-21
39f45354-70fe-4f17-863d-777b5c908899,Pengguna Google,5,gak ruwet kayak gpt,2025-12-21
f099fd08-3ce0-4698-a9c6-0ccbabbf4276,Pengguna Google,5,"Chat gratisan, informasi maksimal.",2025-12-20
2e21ddcc-41ee-4ff9-aa80-c1208f080010,Pengguna Google,3,tolong buatkan memory buat nih Aplikasi,2025-12-20
ba22f36f-6d1e-4516-9be3-2ce1c6b5f75f,Pengguna Google,5,mantap bosque,2025-12-20
d463e96b-c797-4bb4-a4d4-6493a6c39e9d,Pengguna Google,4,"Dear DeepSeek Developer/Admin: Can there be no chat limit? I'll be writing a story and the chat will suddenly reach its limit🥺. Or, why you don't add storage archive for chat? Note; kalo kalian pengen komplain lebih lanjut kalian pergi ke email adminnya langsung.",2025-12-20
69ec5131-75a9-400e-812e-b01ab447dc26,Pengguna Google,2,"aplikasinya error, aaya tidak bisa membukanya dengan wifi. setiap kali mencoba login selalu gagal, aku tidak bisa melakukan apapun, tidak bisa membuka aplikasi ini kecuali dengan data seluler.",2025-12-20
4b404fe2-cd9f-4aea-a6e7-d50adff6de22,Pengguna Google,4,"deepseek tolong soal batas limit chat di tambah, karna ini sangatlah menghambat ku dalam menuangkan imajinasi dan kreativitas, dikarnakan limit yang terlalu pendek.",2025-12-20
491d0f48-69ca-4925-8e6b-cd1f2d5151c2,Pengguna Google,5,Oke banget buat bantu kerjaan,2025-12-19
c0294ce1-2b49-476d-98e8-397417b39750,Pengguna Google,5,Sy bikin Universe dengan ruleset dan alur crita yang benar2 kompleks yg bahkan GPT-5 dan Grok 4.1 tidak mampu mempertahakan kekonsistenanya. Hanya DeepSeek yang mampu untuk terus konsisten dan minim miscalculation alur cerita dengan ratusan timeline dari 2005-2025 hanya DeepSeek yang bisa eksekusi dengan sempurna ini membuktikan bahwa AI dan Human Creativity bisa menciptakan sesuatu yang luarbiasa 👏👏👏,2025-12-18
73799feb-d575-470d-9ffa-c3749d2b2d66,Pengguna Google,4,"improvisasi besar tapi masih tertinggal di era ai ai raksasa angka context windownya 1jt token deepseek masih 128k tapi saya suka sekali dengan logic nya lanjutkan pertahankan logicnya,kalau saja deepseek berani setidaknya 256k context window token atau atau 516k token saya akan beralih ke deepseek kalaupun premium saya langganan asal harganya reasonable aja harus under gpt dan Gemini karena dari spek teknis kalah jauh maks 50k/month",2025-12-17
da172ade-749e-4ce9-94ba-8994b2abcb13,Pengguna Google,5,Hunyuan AI x DeepSeek bagus banget pokoknya.,2025-12-17
e8dec822-83fa-402b-b39e-51ca3c75037a,Pengguna Google,5,Good... tolong di tingkatkan,2025-12-17
4120a0f7-b0f1-4616-9d08-e61fda669280,Pengguna Google,2,AI GAK JELAS JAWABANNYA KEBANYAKAN SESAT KAGAK BENER,2025-12-16
8380bbbc-b439-4768-8220-f73b119a77f3,Pengguna Google,5,aplikasi nya bagus banget tapi salahnya limit chat sama upload file yg bisa di lihat nya kurang min tambahin dong min,2025-12-16
1ec5cab4-9f63-4dab-aad8-30ae7daa36b4,Pengguna Google,3,percakapan di batasi🙃🙃😔,2025-12-16
